,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
0,23/10/2022,23,10,2022,3557.0,0.0,Austria,AT,AUT,8901064,Europe
1,22/10/2022,22,10,2022,5494.0,4.0,Austria,AT,AUT,8901064,Europe
2,21/10/2022,21,10,2022,7776.0,4.0,Austria,AT,AUT,8901064,Europe
3,20/10/2022,20,10,2022,8221.0,6.0,Austria,AT,AUT,8901064,Europe
4,19/10/2022,19,10,2022,10007.0,8.0,Austria,AT,AUT,8901064,Europe
5,18/10/2022,18,10,2022,13204.0,7.0,Austria,AT,AUT,8901064,Europe
6,17/10/2022,17,10,2022,9964.0,8.0,Austria,AT,AUT,8901064,Europe
7,16/10/2022,16,10,2022,6606.0,12.0,Austria,AT,AUT,8901064,Europe
8,15/10/2022,15,10,2022,8818.0,6.0,Austria,AT,AUT,8901064,Europe
9,14/10/2022,14,10,2022,11751.0,10.0,Austria,AT,AUT,8901064,Europe
10,13/10/2022,13,10,2022,13068.0,14.0,Austria,AT,AUT,8901064,Europe
11,12/10/2022,12,10,2022,14305.0,13.0,Austria,AT,AUT,8901064,Europe
12,11/10/2022,11,10,2022,18498.0,11.0,Austria,AT,AUT,8901064,Europe
13,10/10/2022,10,10,2022,13369.0,10.0,Austria,AT,AUT,8901064,Europe
14,09/10/2022,9,10,2022,8689.0,10.0,Austria,AT,AUT,8901064,Europe
15,08/10/2022,8,10,2022,11230.0,12.0,Austria,AT,AUT,8901064,Europe
16,07/10/2022,7,10,2022,14391.0,18.0,Austria,AT,AUT,8901064,Europe
17,06/10/2022,6,10,2022,15560.0,10.0,Austria,AT,AUT,8901064,Europe
18,05/10/2022,5,10,2022,15291.0,13.0,Austria,AT,AUT,8901064,Europe
19,04/10/2022,4,10,2022,18531.0,16.0,Austria,AT,AUT,8901064,Europe
20,03/10/2022,3,10,2022,14200.0,16.0,Austria,AT,AUT,8901064,Europe
21,02/10/2022,2,10,2022,8525.0,4.0,Austria,AT,AUT,8901064,Europe
22,01/10/2022,1,10,2022,10344.0,4.0,Austria,AT,AUT,8901064,Europe
23,30/09/2022,30,9,2022,12571.0,9.0,Austria,AT,AUT,8901064,Europe
24,29/09/2022,29,9,2022,13061.0,5.0,Austria,AT,AUT,8901064,Europe
25,28/09/2022,28,9,2022,12747.0,6.0,Austria,AT,AUT,8901064,Europe
26,27/09/2022,27,9,2022,15316.0,5.0,Austria,AT,AUT,8901064,Europe
27,26/09/2022,26,9,2022,10927.0,9.0,Austria,AT,AUT,8901064,Europe
28,25/09/2022,25,9,2022,6088.0,6.0,Austria,AT,AUT,8901064,Europe
29,24/09/2022,24,9,2022,6931.0,3.0,Austria,AT,AUT,8901064,Europe
30,23/09/2022,23,9,2022,8564.0,4.0,Austria,AT,AUT,8901064,Europe
31,22/09/2022,22,9,2022,7940.0,3.0,Austria,AT,AUT,8901064,Europe
32,21/09/2022,21,9,2022,8078.0,4.0,Austria,AT,AUT,8901064,Europe
33,20/09/2022,20,9,2022,8459.0,7.0,Austria,AT,AUT,8901064,Europe
34,19/09/2022,19,9,2022,6235.0,6.0,Austria,AT,AUT,8901064,Europe
35,18/09/2022,18,9,2022,3699.0,2.0,Austria,AT,AUT,8901064,Europe
36,17/09/2022,17,9,2022,4795.0,5.0,Austria,AT,AUT,8901064,Europe
37,16/09/2022,16,9,2022,5359.0,1.0,Austria,AT,AUT,8901064,Europe
38,15/09/2022,15,9,2022,5372.0,7.0,Austria,AT,AUT,8901064,Europe
39,14/09/2022,14,9,2022,5624.0,5.0,Austria,AT,AUT,8901064,Europe
40,13/09/2022,13,9,2022,6250.0,4.0,Austria,AT,AUT,8901064,Europe
41,12/09/2022,12,9,2022,5128.0,4.0,Austria,AT,AUT,8901064,Europe
42,11/09/2022,11,9,2022,2794.0,3.0,Austria,AT,AUT,8901064,Europe
43,10/09/2022,10,9,2022,3400.0,8.0,Austria,AT,AUT,8901064,Europe
44,09/09/2022,9,9,2022,4139.0,4.0,Austria,AT,AUT,8901064,Europe
45,08/09/2022,8,9,2022,4287.0,6.0,Austria,AT,AUT,8901064,Europe
46,07/09/2022,7,9,2022,4444.0,2.0,Austria,AT,AUT,8901064,Europe
47,06/09/2022,6,9,2022,5307.0,12.0,Austria,AT,AUT,8901064,Europe
48,05/09/2022,5,9,2022,4570.0,8.0,Austria,AT,AUT,8901064,Europe
49,04/09/2022,4,9,2022,2831.0,6.0,Austria,AT,AUT,8901064,Europe
50,03/09/2022,3,9,2022,3366.0,8.0,Austria,AT,AUT,8901064,Europe
51,02/09/2022,2,9,2022,3946.0,2.0,Austria,AT,AUT,8901064,Europe
52,01/09/2022,1,9,2022,4157.0,1.0,Austria,AT,AUT,8901064,Europe
53,31/08/2022,31,8,2022,4772.0,7.0,Austria,AT,AUT,8901064,Europe
54,30/08/2022,30,8,2022,5570.0,2.0,Austria,AT,AUT,8901064,Europe
55,29/08/2022,29,8,2022,5006.0,10.0,Austria,AT,AUT,8901064,Europe
56,28/08/2022,28,8,2022,2758.0,7.0,Austria,AT,AUT,8901064,Europe
57,27/08/2022,27,8,2022,3948.0,2.0,Austria,AT,AUT,8901064,Europe
58,26/08/2022,26,8,2022,5051.0,9.0,Austria,AT,AUT,8901064,Europe
59,25/08/2022,25,8,2022,5058.0,7.0,Austria,AT,AUT,8901064,Europe
60,24/08/2022,24,8,2022,5440.0,7.0,Austria,AT,AUT,8901064,Europe
61,23/08/2022,23,8,2022,5920.0,6.0,Austria,AT,AUT,8901064,Europe
62,22/08/2022,22,8,2022,5513.0,13.0,Austria,AT,AUT,8901064,Europe
63,21/08/2022,21,8,2022,3129.0,6.0,Austria,AT,AUT,8901064,Europe
64,20/08/2022,20,8,2022,4713.0,6.0,Austria,AT,AUT,8901064,Europe
65,19/08/2022,19,8,2022,5575.0,14.0,Austria,AT,AUT,8901064,Europe
66,18/08/2022,18,8,2022,5832.0,11.0,Austria,AT,AUT,8901064,Europe
67,17/08/2022,17,8,2022,7757.0,7.0,Austria,AT,AUT,8901064,Europe
68,16/08/2022,16,8,2022,6700.0,11.0,Austria,AT,AUT,8901064,Europe
69,15/08/2022,15,8,2022,3930.0,4.0,Austria,AT,AUT,8901064,Europe
70,14/08/2022,14,8,2022,3068.0,6.0,Austria,AT,AUT,8901064,Europe
71,13/08/2022,13,8,2022,4757.0,2.0,Austria,AT,AUT,8901064,Europe
72,12/08/2022,12,8,2022,5473.0,9.0,Austria,AT,AUT,8901064,Europe
73,11/08/2022,11,8,2022,5880.0,10.0,Austria,AT,AUT,8901064,Europe
74,10/08/2022,10,8,2022,5934.0,10.0,Austria,AT,AUT,8901064,Europe
75,09/08/2022,9,8,2022,7187.0,14.0,Austria,AT,AUT,8901064,Europe
76,08/08/2022,8,8,2022,6316.0,17.0,Austria,AT,AUT,8901064,Europe
77,07/08/2022,7,8,2022,3804.0,11.0,Austria,AT,AUT,8901064,Europe
78,06/08/2022,6,8,2022,4689.0,9.0,Austria,AT,AUT,8901064,Europe
79,05/08/2022,5,8,2022,5628.0,8.0,Austria,AT,AUT,8901064,Europe
80,04/08/2022,4,8,2022,5857.0,12.0,Austria,AT,AUT,8901064,Europe
81,03/08/2022,3,8,2022,6836.0,11.0,Austria,AT,AUT,8901064,Europe
82,02/08/2022,2,8,2022,8458.0,7.0,Austria,AT,AUT,8901064,Europe
83,01/08/2022,1,8,2022,7566.0,7.0,Austria,AT,AUT,8901064,Europe
84,31/07/2022,31,7,2022,4317.0,12.0,Austria,AT,AUT,8901064,Europe
85,30/07/2022,30,7,2022,5678.0,14.0,Austria,AT,AUT,8901064,Europe
86,29/07/2022,29,7,2022,6699.0,19.0,Austria,AT,AUT,8901064,Europe
87,28/07/2022,28,7,2022,7439.0,15.0,Austria,AT,AUT,8901064,Europe
88,27/07/2022,27,7,2022,9022.0,15.0,Austria,AT,AUT,8901064,Europe
89,26/07/2022,26,7,2022,11433.0,9.0,Austria,AT,AUT,8901064,Europe
90,25/07/2022,25,7,2022,10047.0,16.0,Austria,AT,AUT,8901064,Europe
91,24/07/2022,24,7,2022,7249.0,17.0,Austria,AT,AUT,8901064,Europe
92,23/07/2022,23,7,2022,8507.0,11.0,Austria,AT,AUT,8901064,Europe
93,22/07/2022,22,7,2022,10867.0,14.0,Austria,AT,AUT,8901064,Europe
94,21/07/2022,21,7,2022,11518.0,14.0,Austria,AT,AUT,8901064,Europe
95,20/07/2022,20,7,2022,13511.0,11.0,Austria,AT,AUT,8901064,Europe
96,19/07/2022,19,7,2022,14996.0,9.0,Austria,AT,AUT,8901064,Europe
97,18/07/2022,18,7,2022,13111.0,14.0,Austria,AT,AUT,8901064,Europe
98,17/07/2022,17,7,2022,8287.0,13.0,Austria,AT,AUT,8901064,Europe
99,16/07/2022,16,7,2022,10266.0,10.0,Austria,AT,AUT,8901064,Europe
100,15/07/2022,15,7,2022,12164.0,9.0,Austria,AT,AUT,8901064,Europe
101,14/07/2022,14,7,2022,13088.0,4.0,Austria,AT,AUT,8901064,Europe
102,13/07/2022,13,7,2022,13018.0,7.0,Austria,AT,AUT,8901064,Europe
103,12/07/2022,12,7,2022,14958.0,6.0,Austria,AT,AUT,8901064,Europe
104,11/07/2022,11,7,2022,11637.0,8.0,Austria,AT,AUT,8901064,Europe
105,10/07/2022,10,7,2022,7326.0,7.0,Austria,AT,AUT,8901064,Europe
106,09/07/2022,9,7,2022,8373.0,11.0,Austria,AT,AUT,8901064,Europe
107,08/07/2022,8,7,2022,10510.0,8.0,Austria,AT,AUT,8901064,Europe
108,07/07/2022,7,7,2022,11093.0,15.0,Austria,AT,AUT,8901064,Europe
109,06/07/2022,6,7,2022,12259.0,9.0,Austria,AT,AUT,8901064,Europe
110,05/07/2022,5,7,2022,13241.0,6.0,Austria,AT,AUT,8901064,Europe
111,04/07/2022,4,7,2022,10966.0,9.0,Austria,AT,AUT,8901064,Europe
112,03/07/2022,3,7,2022,7809.0,5.0,Austria,AT,AUT,8901064,Europe
113,02/07/2022,2,7,2022,8350.0,4.0,Austria,AT,AUT,8901064,Europe
114,01/07/2022,1,7,2022,10015.0,9.0,Austria,AT,AUT,8901064,Europe
115,30/06/2022,30,6,2022,10365.0,6.0,Austria,AT,AUT,8901064,Europe
116,29/06/2022,29,6,2022,12686.0,6.0,Austria,AT,AUT,8901064,Europe
117,28/06/2022,28,6,2022,12426.0,5.0,Austria,AT,AUT,8901064,Europe
118,27/06/2022,27,6,2022,9651.0,12.0,Austria,AT,AUT,8901064,Europe
119,26/06/2022,26,6,2022,6443.0,6.0,Austria,AT,AUT,8901064,Europe
120,25/06/2022,25,6,2022,6990.0,4.0,Austria,AT,AUT,8901064,Europe
121,24/06/2022,24,6,2022,8833.0,8.0,Austria,AT,AUT,8901064,Europe
122,23/06/2022,23,6,2022,8971.0,2.0,Austria,AT,AUT,8901064,Europe
123,22/06/2022,22,6,2022,9602.0,7.0,Austria,AT,AUT,8901064,Europe
124,21/06/2022,21,6,2022,10992.0,3.0,Austria,AT,AUT,8901064,Europe
125,20/06/2022,20,6,2022,8379.0,5.0,Austria,AT,AUT,8901064,Europe
126,19/06/2022,19,6,2022,5142.0,5.0,Austria,AT,AUT,8901064,Europe
127,18/06/2022,18,6,2022,6122.0,2.0,Austria,AT,AUT,8901064,Europe
128,17/06/2022,17,6,2022,5738.0,6.0,Austria,AT,AUT,8901064,Europe
129,16/06/2022,16,6,2022,4809.0,3.0,Austria,AT,AUT,8901064,Europe
130,15/06/2022,15,6,2022,7239.0,3.0,Austria,AT,AUT,8901064,Europe
131,14/06/2022,14,6,2022,6957.0,2.0,Austria,AT,AUT,8901064,Europe
132,13/06/2022,13,6,2022,4795.0,6.0,Austria,AT,AUT,8901064,Europe
133,12/06/2022,12,6,2022,2843.0,4.0,Austria,AT,AUT,8901064,Europe
134,11/06/2022,11,6,2022,3038.0,4.0,Austria,AT,AUT,8901064,Europe
135,10/06/2022,10,6,2022,4007.0,2.0,Austria,AT,AUT,8901064,Europe
136,09/06/2022,9,6,2022,4269.0,5.0,Austria,AT,AUT,8901064,Europe
137,08/06/2022,8,6,2022,5182.0,3.0,Austria,AT,AUT,8901064,Europe
138,07/06/2022,7,6,2022,3702.0,2.0,Austria,AT,AUT,8901064,Europe
139,06/06/2022,6,6,2022,2372.0,3.0,Austria,AT,AUT,8901064,Europe
140,05/06/2022,5,6,2022,2072.0,3.0,Austria,AT,AUT,8901064,Europe
141,04/06/2022,4,6,2022,2373.0,3.0,Austria,AT,AUT,8901064,Europe
142,03/06/2022,3,6,2022,2689.0,1.0,Austria,AT,AUT,8901064,Europe
143,02/06/2022,2,6,2022,3243.0,5.0,Austria,AT,AUT,8901064,Europe
144,01/06/2022,1,6,2022,3176.0,3.0,Austria,AT,AUT,8901064,Europe
145,31/05/2022,31,5,2022,3569.0,5.0,Austria,AT,AUT,8901064,Europe
146,30/05/2022,30,5,2022,2389.0,3.0,Austria,AT,AUT,8901064,Europe
147,29/05/2022,29,5,2022,1737.0,0.0,Austria,AT,AUT,8901064,Europe
148,28/05/2022,28,5,2022,1882.0,2.0,Austria,AT,AUT,8901064,Europe
149,27/05/2022,27,5,2022,1813.0,2.0,Austria,AT,AUT,8901064,Europe
150,26/05/2022,26,5,2022,1737.0,7.0,Austria,AT,AUT,8901064,Europe
151,25/05/2022,25,5,2022,2596.0,2.0,Austria,AT,AUT,8901064,Europe
152,24/05/2022,24,5,2022,3130.0,13.0,Austria,AT,AUT,8901064,Europe
153,23/05/2022,23,5,2022,2403.0,4.0,Austria,AT,AUT,8901064,Europe
154,22/05/2022,22,5,2022,1743.0,4.0,Austria,AT,AUT,8901064,Europe
155,21/05/2022,21,5,2022,1733.0,5.0,Austria,AT,AUT,8901064,Europe
156,20/05/2022,20,5,2022,2693.0,2.0,Austria,AT,AUT,8901064,Europe
157,19/05/2022,19,5,2022,3117.0,6.0,Austria,AT,AUT,8901064,Europe
158,18/05/2022,18,5,2022,3364.0,5.0,Austria,AT,AUT,8901064,Europe
159,17/05/2022,17,5,2022,4375.0,4.0,Austria,AT,AUT,8901064,Europe
160,16/05/2022,16,5,2022,3248.0,8.0,Austria,AT,AUT,8901064,Europe
161,15/05/2022,15,5,2022,2477.0,4.0,Austria,AT,AUT,8901064,Europe
162,14/05/2022,14,5,2022,3293.0,3.0,Austria,AT,AUT,8901064,Europe
163,13/05/2022,13,5,2022,3681.0,3.0,Austria,AT,AUT,8901064,Europe
164,12/05/2022,12,5,2022,4726.0,12.0,Austria,AT,AUT,8901064,Europe
165,11/05/2022,11,5,2022,5001.0,6.0,Austria,AT,AUT,8901064,Europe
166,10/05/2022,10,5,2022,5893.0,7.0,Austria,AT,AUT,8901064,Europe
167,09/05/2022,9,5,2022,4682.0,6.0,Austria,AT,AUT,8901064,Europe
168,08/05/2022,8,5,2022,3883.0,18.0,Austria,AT,AUT,8901064,Europe
169,07/05/2022,7,5,2022,3430.0,6.0,Austria,AT,AUT,8901064,Europe
170,06/05/2022,6,5,2022,5075.0,9.0,Austria,AT,AUT,8901064,Europe
171,05/05/2022,5,5,2022,6026.0,5.0,Austria,AT,AUT,8901064,Europe
172,04/05/2022,4,5,2022,5920.0,9.0,Austria,AT,AUT,8901064,Europe
173,03/05/2022,3,5,2022,7071.0,14.0,Austria,AT,AUT,8901064,Europe
174,02/05/2022,2,5,2022,5541.0,12.0,Austria,AT,AUT,8901064,Europe
175,01/05/2022,1,5,2022,3908.0,14.0,Austria,AT,AUT,8901064,Europe
176,30/04/2022,30,4,2022,4445.0,7.0,Austria,AT,AUT,8901064,Europe
177,29/04/2022,29,4,2022,5225.0,9.0,Austria,AT,AUT,8901064,Europe
178,28/04/2022,28,4,2022,6046.0,15.0,Austria,AT,AUT,8901064,Europe
179,27/04/2022,27,4,2022,6443.0,17.0,Austria,AT,AUT,8901064,Europe
180,26/04/2022,26,4,2022,8143.0,14.0,Austria,AT,AUT,8901064,Europe
181,25/04/2022,25,4,2022,6115.0,13.0,Austria,AT,AUT,8901064,Europe
182,24/04/2022,24,4,2022,4289.0,12.0,Austria,AT,AUT,8901064,Europe
183,23/04/2022,23,4,2022,5434.0,16.0,Austria,AT,AUT,8901064,Europe
184,22/04/2022,22,4,2022,6436.0,21.0,Austria,AT,AUT,8901064,Europe
185,21/04/2022,21,4,2022,7954.0,25.0,Austria,AT,AUT,8901064,Europe
186,20/04/2022,20,4,2022,10837.0,14.0,Austria,AT,AUT,8901064,Europe
187,19/04/2022,19,4,2022,8393.0,19.0,Austria,AT,AUT,8901064,Europe
188,18/04/2022,18,4,2022,5700.0,16.0,Austria,AT,AUT,8901064,Europe
189,17/04/2022,17,4,2022,5558.0,18.0,Austria,AT,AUT,8901064,Europe
190,16/04/2022,16,4,2022,7335.0,21.0,Austria,AT,AUT,8901064,Europe
191,15/04/2022,15,4,2022,8642.0,22.0,Austria,AT,AUT,8901064,Europe
192,14/04/2022,14,4,2022,9747.0,16.0,Austria,AT,AUT,8901064,Europe
193,13/04/2022,13,4,2022,10227.0,23.0,Austria,AT,AUT,8901064,Europe
194,12/04/2022,12,4,2022,12367.0,32.0,Austria,AT,AUT,8901064,Europe
195,11/04/2022,11,4,2022,9406.0,28.0,Austria,AT,AUT,8901064,Europe
196,10/04/2022,10,4,2022,7268.0,26.0,Austria,AT,AUT,8901064,Europe
197,09/04/2022,9,4,2022,10527.0,30.0,Austria,AT,AUT,8901064,Europe
198,08/04/2022,8,4,2022,12888.0,28.0,Austria,AT,AUT,8901064,Europe
199,07/04/2022,7,4,2022,13746.0,30.0,Austria,AT,AUT,8901064,Europe
200,06/04/2022,6,4,2022,16202.0,37.0,Austria,AT,AUT,8901064,Europe
201,05/04/2022,5,4,2022,20778.0,36.0,Austria,AT,AUT,8901064,Europe
202,04/04/2022,4,4,2022,15133.0,27.0,Austria,AT,AUT,8901064,Europe
203,03/04/2022,3,4,2022,11403.0,40.0,Austria,AT,AUT,8901064,Europe
204,02/04/2022,2,4,2022,13857.0,27.0,Austria,AT,AUT,8901064,Europe
205,01/04/2022,1,4,2022,18784.0,51.0,Austria,AT,AUT,8901064,Europe
206,31/03/2022,31,3,2022,22036.0,43.0,Austria,AT,AUT,8901064,Europe
207,30/03/2022,30,3,2022,25914.0,49.0,Austria,AT,AUT,8901064,Europe
208,29/03/2022,29,3,2022,33835.0,38.0,Austria,AT,AUT,8901064,Europe
209,28/03/2022,28,3,2022,25923.0,33.0,Austria,AT,AUT,8901064,Europe
210,27/03/2022,27,3,2022,20816.0,33.0,Austria,AT,AUT,8901064,Europe
211,26/03/2022,26,3,2022,25364.0,39.0,Austria,AT,AUT,8901064,Europe
212,25/03/2022,25,3,2022,32894.0,46.0,Austria,AT,AUT,8901064,Europe
213,24/03/2022,24,3,2022,36958.0,42.0,Austria,AT,AUT,8901064,Europe
214,23/03/2022,23,3,2022,40849.0,49.0,Austria,AT,AUT,8901064,Europe
215,22/03/2022,22,3,2022,54384.0,35.0,Austria,AT,AUT,8901064,Europe
216,21/03/2022,21,3,2022,36817.0,36.0,Austria,AT,AUT,8901064,Europe
217,20/03/2022,20,3,2022,31068.0,36.0,Austria,AT,AUT,8901064,Europe
218,19/03/2022,19,3,2022,37330.0,34.0,Austria,AT,AUT,8901064,Europe
219,18/03/2022,18,3,2022,41965.0,41.0,Austria,AT,AUT,8901064,Europe
220,17/03/2022,17,3,2022,50501.0,40.0,Austria,AT,AUT,8901064,Europe
221,16/03/2022,16,3,2022,51535.0,26.0,Austria,AT,AUT,8901064,Europe
222,15/03/2022,15,3,2022,63509.0,34.0,Austria,AT,AUT,8901064,Europe
223,14/03/2022,14,3,2022,40001.0,27.0,Austria,AT,AUT,8901064,Europe
224,13/03/2022,13,3,2022,34223.0,27.0,Austria,AT,AUT,8901064,Europe
225,12/03/2022,12,3,2022,37376.0,29.0,Austria,AT,AUT,8901064,Europe
226,11/03/2022,11,3,2022,43431.0,28.0,Austria,AT,AUT,8901064,Europe
227,10/03/2022,10,3,2022,49288.0,27.0,Austria,AT,AUT,8901064,Europe
228,09/03/2022,9,3,2022,49907.0,24.0,Austria,AT,AUT,8901064,Europe
229,08/03/2022,8,3,2022,50965.0,26.0,Austria,AT,AUT,8901064,Europe
230,07/03/2022,7,3,2022,34027.0,33.0,Austria,AT,AUT,8901064,Europe
231,06/03/2022,6,3,2022,26473.0,24.0,Austria,AT,AUT,8901064,Europe
232,05/03/2022,5,3,2022,27524.0,30.0,Austria,AT,AUT,8901064,Europe
233,04/03/2022,4,3,2022,31451.0,31.0,Austria,AT,AUT,8901064,Europe
234,03/03/2022,3,3,2022,31818.0,33.0,Austria,AT,AUT,8901064,Europe
235,02/03/2022,2,3,2022,31621.0,29.0,Austria,AT,AUT,8901064,Europe
236,01/03/2022,1,3,2022,40828.0,41.0,Austria,AT,AUT,8901064,Europe
237,28/02/2022,28,2,2022,27293.0,31.0,Austria,AT,AUT,8901064,Europe
238,27/02/2022,27,2,2022,21191.0,27.0,Austria,AT,AUT,8901064,Europe
239,26/02/2022,26,2,2022,22049.0,31.0,Austria,AT,AUT,8901064,Europe
240,25/02/2022,25,2,2022,25016.0,39.0,Austria,AT,AUT,8901064,Europe
241,24/02/2022,24,2,2022,29735.0,32.0,Austria,AT,AUT,8901064,Europe
242,23/02/2022,23,2,2022,28483.0,28.0,Austria,AT,AUT,8901064,Europe
243,22/02/2022,22,2,2022,35203.0,30.0,Austria,AT,AUT,8901064,Europe
244,21/02/2022,21,2,2022,23634.0,28.0,Austria,AT,AUT,8901064,Europe
245,20/02/2022,20,2,2022,21331.0,25.0,Austria,AT,AUT,8901064,Europe
246,19/02/2022,19,2,2022,21747.0,28.0,Austria,AT,AUT,8901064,Europe
247,18/02/2022,18,2,2022,25699.0,20.0,Austria,AT,AUT,8901064,Europe
248,17/02/2022,17,2,2022,30465.0,31.0,Austria,AT,AUT,8901064,Europe
249,16/02/2022,16,2,2022,30802.0,24.0,Austria,AT,AUT,8901064,Europe
250,15/02/2022,15,2,2022,38685.0,31.0,Austria,AT,AUT,8901064,Europe
251,14/02/2022,14,2,2022,26424.0,33.0,Austria,AT,AUT,8901064,Europe
252,13/02/2022,13,2,2022,23974.0,23.0,Austria,AT,AUT,8901064,Europe
253,12/02/2022,12,2,2022,24917.0,33.0,Austria,AT,AUT,8901064,Europe
254,11/02/2022,11,2,2022,29698.0,32.0,Austria,AT,AUT,8901064,Europe
255,10/02/2022,10,2,2022,33201.0,28.0,Austria,AT,AUT,8901064,Europe
256,09/02/2022,9,2,2022,35104.0,19.0,Austria,AT,AUT,8901064,Europe
257,08/02/2022,8,2,2022,40135.0,19.0,Austria,AT,AUT,8901064,Europe
258,07/02/2022,7,2,2022,29034.0,24.0,Austria,AT,AUT,8901064,Europe
259,06/02/2022,6,2,2022,25897.0,20.0,Austria,AT,AUT,8901064,Europe
260,05/02/2022,5,2,2022,30047.0,26.0,Austria,AT,AUT,8901064,Europe
261,04/02/2022,4,2,2022,33413.0,20.0,Austria,AT,AUT,8901064,Europe
262,03/02/2022,3,2,2022,36938.0,24.0,Austria,AT,AUT,8901064,Europe
263,02/02/2022,2,2,2022,33855.0,21.0,Austria,AT,AUT,8901064,Europe
264,01/02/2022,1,2,2022,44187.0,15.0,Austria,AT,AUT,8901064,Europe
265,31/01/2022,31,1,2022,27850.0,15.0,Austria,AT,AUT,8901064,Europe
266,30/01/2022,30,1,2022,26317.0,16.0,Austria,AT,AUT,8901064,Europe
267,29/01/2022,29,1,2022,29176.0,15.0,Austria,AT,AUT,8901064,Europe
268,28/01/2022,28,1,2022,33667.0,20.0,Austria,AT,AUT,8901064,Europe
269,27/01/2022,27,1,2022,37891.0,17.0,Austria,AT,AUT,8901064,Europe
270,26/01/2022,26,1,2022,35716.0,10.0,Austria,AT,AUT,8901064,Europe
271,25/01/2022,25,1,2022,38128.0,16.0,Austria,AT,AUT,8901064,Europe
272,24/01/2022,24,1,2022,26661.0,13.0,Austria,AT,AUT,8901064,Europe
273,23/01/2022,23,1,2022,25109.0,16.0,Austria,AT,AUT,8901064,Europe
274,22/01/2022,22,1,2022,23323.0,11.0,Austria,AT,AUT,8901064,Europe
275,21/01/2022,21,1,2022,26656.0,17.0,Austria,AT,AUT,8901064,Europe
276,20/01/2022,20,1,2022,29600.0,7.0,Austria,AT,AUT,8901064,Europe
277,19/01/2022,19,1,2022,25131.0,12.0,Austria,AT,AUT,8901064,Europe
278,18/01/2022,18,1,2022,28085.0,8.0,Austria,AT,AUT,8901064,Europe
279,17/01/2022,17,1,2022,18285.0,8.0,Austria,AT,AUT,8901064,Europe
280,16/01/2022,16,1,2022,16090.0,11.0,Austria,AT,AUT,8901064,Europe
281,15/01/2022,15,1,2022,14814.0,8.0,Austria,AT,AUT,8901064,Europe
282,14/01/2022,14,1,2022,17000.0,12.0,Austria,AT,AUT,8901064,Europe
283,13/01/2022,13,1,2022,16904.0,9.0,Austria,AT,AUT,8901064,Europe
284,12/01/2022,12,1,2022,16769.0,9.0,Austria,AT,AUT,8901064,Europe
285,11/01/2022,11,1,2022,16480.0,10.0,Austria,AT,AUT,8901064,Europe
286,10/01/2022,10,1,2022,12589.0,10.0,Austria,AT,AUT,8901064,Europe
287,09/01/2022,9,1,2022,10874.0,14.0,Austria,AT,AUT,8901064,Europe
288,08/01/2022,8,1,2022,10681.0,8.0,Austria,AT,AUT,8901064,Europe
289,07/01/2022,7,1,2022,7019.0,14.0,Austria,AT,AUT,8901064,Europe
290,06/01/2022,6,1,2022,8868.0,9.0,Austria,AT,AUT,8901064,Europe
291,05/01/2022,5,1,2022,8763.0,10.0,Austria,AT,AUT,8901064,Europe
292,04/01/2022,4,1,2022,10049.0,12.0,Austria,AT,AUT,8901064,Europe
293,03/01/2022,3,1,2022,5980.0,23.0,Austria,AT,AUT,8901064,Europe
294,02/01/2022,2,1,2022,3470.0,12.0,Austria,AT,AUT,8901064,Europe
295,01/01/2022,1,1,2022,2999.0,8.0,Austria,AT,AUT,8901064,Europe
296,31/12/2021,31,12,2021,3685.0,14.0,Austria,AT,AUT,8901064,Europe
297,30/12/2021,30,12,2021,3803.0,30.0,Austria,AT,AUT,8901064,Europe
298,29/12/2021,29,12,2021,3169.0,17.0,Austria,AT,AUT,8901064,Europe
299,28/12/2021,28,12,2021,3329.0,24.0,Austria,AT,AUT,8901064,Europe
300,27/12/2021,27,12,2021,2591.0,25.0,Austria,AT,AUT,8901064,Europe
301,26/12/2021,26,12,2021,1732.0,23.0,Austria,AT,AUT,8901064,Europe
302,25/12/2021,25,12,2021,1622.0,21.0,Austria,AT,AUT,8901064,Europe
303,24/12/2021,24,12,2021,2103.0,19.0,Austria,AT,AUT,8901064,Europe
304,23/12/2021,23,12,2021,2257.0,24.0,Austria,AT,AUT,8901064,Europe
305,22/12/2021,22,12,2021,2155.0,23.0,Austria,AT,AUT,8901064,Europe
306,21/12/2021,21,12,2021,2798.0,31.0,Austria,AT,AUT,8901064,Europe
307,20/12/2021,20,12,2021,1940.0,33.0,Austria,AT,AUT,8901064,Europe
308,19/12/2021,19,12,2021,1880.0,37.0,Austria,AT,AUT,8901064,Europe
309,18/12/2021,18,12,2021,1982.0,32.0,Austria,AT,AUT,8901064,Europe
310,17/12/2021,17,12,2021,2342.0,34.0,Austria,AT,AUT,8901064,Europe
311,16/12/2021,16,12,2021,2690.0,39.0,Austria,AT,AUT,8901064,Europe
312,15/12/2021,15,12,2021,2920.0,35.0,Austria,AT,AUT,8901064,Europe
313,14/12/2021,14,12,2021,4113.0,52.0,Austria,AT,AUT,8901064,Europe
314,13/12/2021,13,12,2021,2916.0,51.0,Austria,AT,AUT,8901064,Europe
315,12/12/2021,12,12,2021,3255.0,41.0,Austria,AT,AUT,8901064,Europe
316,11/12/2021,11,12,2021,3245.0,50.0,Austria,AT,AUT,8901064,Europe
